File_name,img_width,img_height,NO._of_labels,image_path,label_path,box_0_name,box_0_width,box_0_height,box_1_name,box_1_width,box_1_height
0010_MRNC_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MRNC_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRNC_SRGM_0000.txt,Surgical Mask,70,36,Person wearing Surgical Mask,79.0,131.0
0010_MRNC_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MRNC_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRNC_SRGM_0045.txt,Surgical Mask,52,35,Person wearing Surgical Mask,97.0,137.0
0010_MRNC_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MRNC_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRNC_SRGM_0090.txt,Surgical Mask,48,32,Person wearing Surgical Mask,114.0,134.0
0010_MRNN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MRNN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRNN_SRGM_0000.txt,Surgical Mask,75,61,Person wearing Surgical Mask,90.0,142.0
0010_MRNN_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MRNN_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRNN_SRGM_0045.txt,Surgical Mask,64,54,Person wearing Surgical Mask,108.0,133.0
0010_MRNN_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MRNN_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRNN_SRGM_0090.txt,Surgical Mask,37,50,Person wearing Surgical Mask,111.0,124.0
0010_MRNW_0000,360,360,1,C:\karthi\Projects\Mini project\Images\0010_MRNW_0000.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRNW_0000.txt,Person Not wearing Mask,87,138,,,
0010_MRNW_0045,360,360,1,C:\karthi\Projects\Mini project\Images\0010_MRNW_0045.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRNW_0045.txt,Person Not wearing Mask,96,127,,,
0010_MRNW_0090,360,360,1,C:\karthi\Projects\Mini project\Images\0010_MRNW_0090.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRNW_0090.txt,Person Not wearing Mask,139,147,,,
0010_MRTN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MRTN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRTN_SRGM_0000.txt,Surgical Mask,69,55,Person wearing Surgical Mask,83.0,127.0
0010_MRTN_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MRTN_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRTN_SRGM_0045.txt,Surgical Mask,73,66,Person wearing Surgical Mask,113.0,152.0
0010_MRTN_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MRTN_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0010_MRTN_SRGM_0090.txt,Surgical Mask,48,60,Person wearing Surgical Mask,124.0,132.0
0010_MSFC_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MSFC_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0010_MSFC_SRGM_0000.txt,Surgical Mask,91,65,Person wearing Surgical Mask,93.0,143.0
0010_MSFC_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MSFC_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0010_MSFC_SRGM_0045.txt,Surgical Mask,69,72,Person wearing Surgical Mask,114.0,158.0
0010_MSFC_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0010_MSFC_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0010_MSFC_SRGM_0090.txt,Surgical Mask,41,57,Person wearing Surgical Mask,123.0,136.0
0011_MRCW_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0011_MRCW_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0011_MRCW_DRNV_0000.txt,Disposable Respirator Without Valve,105,115,Person wearing Disposable Respirator Without Valve,133.0,198.0
0011_MRFH_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0011_MRFH_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0011_MRFH_DRNV_0000.txt,Disposable Respirator Without Valve,126,82,Person wearing Disposable Respirator Without Valve,143.0,228.0
0011_MRHN_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0011_MRHN_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0011_MRHN_DRNV_0000.txt,Disposable Respirator Without Valve,81,152,Person wearing Disposable Respirator Without Valve,167.0,298.0
0011_MRNC_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0011_MRNC_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0011_MRNC_DRNV_0000.txt,Disposable Respirator Without Valve,113,77,Person wearing Disposable Respirator Without Valve,138.0,239.0
0011_MRNN_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0011_MRNN_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0011_MRNN_DRNV_0000.txt,Disposable Respirator Without Valve,110,94,Person wearing Disposable Respirator Without Valve,133.0,223.0
0011_MRNW_0000,360,360,1,C:\karthi\Projects\Mini project\Images\0011_MRNW_0000.jpg,C:\karthi\Projects\Mini project\Labels\0011_MRNW_0000.txt,Person Not wearing Mask,124,189,,,
0011_MRTN_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0011_MRTN_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0011_MRTN_DRNV_0000.txt,Disposable Respirator Without Valve,117,114,Person wearing Disposable Respirator Without Valve,146.0,242.0
0012_MRCW_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRCW_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRCW_NMDM_0000.txt,Non-Medical Mask,102,94,Person wearing Non-Medical Mask,111.0,195.0
0012_MRCW_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRCW_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRCW_NMDM_0045.txt,Non-Medical Mask,72,71,Person wearing Non-Medical Mask,101.0,159.0
0012_MRFH_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRFH_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRFH_NMDM_0000.txt,Non-Medical Mask,107,82,Person wearing Non-Medical Mask,109.0,198.0
0012_MRFH_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRFH_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRFH_NMDM_0045.txt,Non-Medical Mask,78,61,Person wearing Non-Medical Mask,102.0,158.0
0012_MRHN_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRHN_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRHN_NMDM_0000.txt,Non-Medical Mask,49,145,Person wearing Non-Medical Mask,138.0,278.0
0012_MRHN_NMDM_0045_B,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRHN_NMDM_0045_B.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRHN_NMDM_0045_B.txt,Non-Medical Mask,55,97,Person wearing Non-Medical Mask,133.0,203.0
0012_MRHN_NMDM_0045_F,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRHN_NMDM_0045_F.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRHN_NMDM_0045_F.txt,Non-Medical Mask,48,120,Person wearing Non-Medical Mask,120.0,208.0
0012_MRNC_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRNC_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRNC_NMDM_0000.txt,Non-Medical Mask,100,68,Person wearing Non-Medical Mask,111.0,216.0
0012_MRNC_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRNC_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRNC_NMDM_0045.txt,Non-Medical Mask,81,55,Person wearing Non-Medical Mask,102.0,174.0
0012_MRNN_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRNN_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRNN_NMDM_0000.txt,Non-Medical Mask,102,91,Person wearing Non-Medical Mask,106.0,194.0
0012_MRNN_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRNN_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRNN_NMDM_0045.txt,Non-Medical Mask,82,73,Person wearing Non-Medical Mask,107.0,174.0
0012_MRNW_0000,360,360,1,C:\karthi\Projects\Mini project\Images\0012_MRNW_0000.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRNW_0000.txt,Person Not wearing Mask,111,202,,,
0012_MRNW_0045,360,360,1,C:\karthi\Projects\Mini project\Images\0012_MRNW_0045.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRNW_0045.txt,Person Not wearing Mask,99,155,,,
0012_MRTN_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRTN_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRTN_NMDM_0000.txt,Non-Medical Mask,99,88,Person wearing Non-Medical Mask,103.0,192.0
0012_MRTN_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MRTN_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0012_MRTN_NMDM_0045.txt,Non-Medical Mask,78,75,Person wearing Non-Medical Mask,104.0,167.0
0012_MSFC_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MSFC_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0012_MSFC_NMDM_0000.txt,Non-Medical Mask,99,90,Person wearing Non-Medical Mask,105.0,185.0
0012_MSFC_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0012_MSFC_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0012_MSFC_NMDM_0045.txt,Non-Medical Mask,83,71,Person wearing Non-Medical Mask,101.0,156.0
0013_MRCW_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRCW_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRCW_SRGM_0000.txt,Surgical Mask,132,118,Person wearing Surgical Mask,141.0,234.0
0013_MRCW_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRCW_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRCW_SRGM_0045.txt,Surgical Mask,99,101,Person wearing Surgical Mask,143.0,202.0
0013_MRCW_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRCW_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRCW_SRGM_0090.txt,Surgical Mask,80,95,Person wearing Surgical Mask,182.0,209.0
0013_MRFH_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRFH_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRFH_SRGM_0000.txt,Surgical Mask,125,83,Person wearing Surgical Mask,131.0,217.0
0013_MRFH_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRFH_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRFH_SRGM_0045.txt,Surgical Mask,140,102,Person wearing Surgical Mask,161.0,228.0
0013_MRFH_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRFH_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRFH_SRGM_0090.txt,Surgical Mask,119,88,Person wearing Surgical Mask,201.0,219.0
0013_MRHN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRHN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRHN_SRGM_0000.txt,Surgical Mask,74,171,Person wearing Surgical Mask,189.0,323.0
0013_MRHN_SRGM_0045_B,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRHN_SRGM_0045_B.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRHN_SRGM_0045_B.txt,Surgical Mask,83,150,Person wearing Surgical Mask,201.0,300.0
0013_MRHN_SRGM_0045_F,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRHN_SRGM_0045_F.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRHN_SRGM_0045_F.txt,Surgical Mask,100,159,Person wearing Surgical Mask,145.0,302.0
0013_MRHN_SRGM_0090_B,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRHN_SRGM_0090_B.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRHN_SRGM_0090_B.txt,Surgical Mask,67,61,Person wearing Surgical Mask,176.0,259.0
0013_MRHN_SRGM_0090_F,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRHN_SRGM_0090_F.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRHN_SRGM_0090_F.txt,Surgical Mask,82,180,Person wearing Surgical Mask,178.0,339.0
0013_MRNC_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRNC_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRNC_SRGM_0000.txt,Surgical Mask,127,78,Person wearing Surgical Mask,137.0,236.0
0013_MRNC_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRNC_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRNC_SRGM_0045.txt,Surgical Mask,109,72,Person wearing Surgical Mask,141.0,223.0
0013_MRNC_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRNC_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRNC_SRGM_0090.txt,Surgical Mask,77,64,Person wearing Surgical Mask,188.0,232.0
0013_MRNN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRNN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRNN_SRGM_0000.txt,Surgical Mask,136,97,Person wearing Surgical Mask,142.0,240.0
0013_MRNN_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRNN_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRNN_SRGM_0045.txt,Surgical Mask,102,84,Person wearing Surgical Mask,142.0,212.0
0013_MRNN_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRNN_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRNN_SRGM_0090.txt,Surgical Mask,87,86,Person wearing Surgical Mask,189.0,226.0
0013_MRNW_0000,360,360,1,C:\karthi\Projects\Mini project\Images\0013_MRNW_0000.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRNW_0000.txt,Person Not wearing Mask,129,201,,,
0013_MRNW_0045,360,360,1,C:\karthi\Projects\Mini project\Images\0013_MRNW_0045.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRNW_0045.txt,Person Not wearing Mask,145,198,,,
0013_MRNW_0090,360,360,1,C:\karthi\Projects\Mini project\Images\0013_MRNW_0090.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRNW_0090.txt,Person Not wearing Mask,172,187,,,
0013_MRTN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRTN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRTN_SRGM_0000.txt,Surgical Mask,139,99,Person wearing Surgical Mask,141.0,232.0
0013_MRTN_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRTN_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRTN_SRGM_0045.txt,Surgical Mask,122,110,Person wearing Surgical Mask,162.0,236.0
0013_MRTN_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MRTN_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0013_MRTN_SRGM_0090.txt,Surgical Mask,99,105,Person wearing Surgical Mask,203.0,234.0
0013_MSFC_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MSFC_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0013_MSFC_SRGM_0000.txt,Surgical Mask,163,91,Person wearing Surgical Mask,163.0,224.0
0013_MSFC_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MSFC_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0013_MSFC_SRGM_0045.txt,Surgical Mask,143,93,Person wearing Surgical Mask,180.0,235.0
0013_MSFC_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0013_MSFC_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0013_MSFC_SRGM_0090.txt,Surgical Mask,83,79,Person wearing Surgical Mask,199.0,216.0
0014_MRCW_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRCW_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRCW_SRGM_0000.txt,Surgical Mask,72,81,Person wearing Surgical Mask,91.0,155.0
0014_MRCW_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRCW_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRCW_SRGM_0045.txt,Surgical Mask,63,74,Person wearing Surgical Mask,119.0,156.0
0014_MRCW_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRCW_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRCW_SRGM_0090.txt,Surgical Mask,64,81,Person wearing Surgical Mask,146.0,190.0
0014_MRFH_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRFH_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRFH_SRGM_0000.txt,Surgical Mask,77,48,Person wearing Surgical Mask,84.0,135.0
0014_MRFH_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRFH_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRFH_SRGM_0045.txt,Surgical Mask,81,61,Person wearing Surgical Mask,109.0,159.0
0014_MRFH_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRFH_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRFH_SRGM_0090.txt,Surgical Mask,59,68,Person wearing Surgical Mask,136.0,177.0
0014_MRHN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRHN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRHN_SRGM_0000.txt,Surgical Mask,43,75,Person wearing Surgical Mask,104.0,176.0
0014_MRHN_SRGM_0045_B,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRHN_SRGM_0045_B.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRHN_SRGM_0045_B.txt,Surgical Mask,39,73,Person wearing Surgical Mask,117.0,206.0
0014_MRHN_SRGM_0045_F,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRHN_SRGM_0045_F.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRHN_SRGM_0045_F.txt,Surgical Mask,69,119,Person wearing Surgical Mask,123.0,239.0
0014_MRHN_SRGM_0090_B,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRHN_SRGM_0090_B.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRHN_SRGM_0090_B.txt,Surgical Mask,55,38,Person wearing Surgical Mask,144.0,210.0
0014_MRHN_SRGM_0090_F,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRHN_SRGM_0090_F.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRHN_SRGM_0090_F.txt,Surgical Mask,74,135,Person wearing Surgical Mask,132.0,243.0
0014_MRNC_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRNC_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRNC_SRGM_0000.txt,Surgical Mask,81,40,Person wearing Surgical Mask,87.0,155.0
0014_MRNC_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRNC_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRNC_SRGM_0045.txt,Surgical Mask,68,53,Person wearing Surgical Mask,105.0,177.0
0014_MRNC_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRNC_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRNC_SRGM_0090.txt,Surgical Mask,52,61,Person wearing Surgical Mask,144.0,201.0
0014_MRNN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRNN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRNN_SRGM_0000.txt,Surgical Mask,71,56,Person wearing Surgical Mask,84.0,146.0
0014_MRNN_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRNN_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRNN_SRGM_0045.txt,Surgical Mask,83,67,Person wearing Surgical Mask,129.0,184.0
0014_MRNN_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRNN_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRNN_SRGM_0090.txt,Surgical Mask,65,71,Person wearing Surgical Mask,142.0,189.0
0014_MRNW_0000,360,360,1,C:\karthi\Projects\Mini project\Images\0014_MRNW_0000.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRNW_0000.txt,Person Not wearing Mask,87,146,,,
0014_MRNW_0045,360,360,1,C:\karthi\Projects\Mini project\Images\0014_MRNW_0045.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRNW_0045.txt,Person Not wearing Mask,106,144,,,
0014_MRNW_0090,360,360,1,C:\karthi\Projects\Mini project\Images\0014_MRNW_0090.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRNW_0090.txt,Person Not wearing Mask,143,182,,,
0014_MRTN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRTN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRTN_SRGM_0000.txt,Surgical Mask,72,59,Person wearing Surgical Mask,89.0,154.0
0014_MRTN_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRTN_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRTN_SRGM_0045.txt,Surgical Mask,84,78,Person wearing Surgical Mask,111.0,183.0
0014_MRTN_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MRTN_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0014_MRTN_SRGM_0090.txt,Surgical Mask,86,74,Person wearing Surgical Mask,140.0,195.0
0014_MSFC_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MSFC_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0014_MSFC_SRGM_0000.txt,Surgical Mask,92,56,Person wearing Surgical Mask,94.0,159.0
0014_MSFC_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MSFC_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0014_MSFC_SRGM_0045.txt,Surgical Mask,77,63,Person wearing Surgical Mask,120.0,168.0
0014_MSFC_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0014_MSFC_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0014_MSFC_SRGM_0090.txt,Surgical Mask,71,81,Person wearing Surgical Mask,135.0,195.0
0015_MRCW_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRCW_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRCW_DRNV_0000.txt,Disposable Respirator Without Valve,102,110,Person wearing Disposable Respirator Without Valve,125.0,221.0
0015_MRCW_DRNV_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRCW_DRNV_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRCW_DRNV_0045.txt,Disposable Respirator Without Valve,94,108,Person wearing Disposable Respirator Without Valve,142.0,205.0
0015_MRCW_DRNV_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRCW_DRNV_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRCW_DRNV_0090.txt,Disposable Respirator Without Valve,93,95,Person wearing Disposable Respirator Without Valve,192.0,190.0
0015_MRCW_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRCW_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRCW_SRGM_0000.txt,Surgical Mask,122,99,Person wearing Surgical Mask,137.0,227.0
0015_MRCW_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRCW_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRCW_SRGM_0045.txt,Surgical Mask,114,104,Person wearing Surgical Mask,150.0,225.0
0015_MRCW_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRCW_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRCW_SRGM_0090.txt,Surgical Mask,96,100,Person wearing Surgical Mask,198.0,210.0
0015_MRFH_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRFH_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRFH_DRNV_0000.txt,Disposable Respirator Without Valve,95,62,Person wearing Disposable Respirator Without Valve,113.0,195.0
0015_MRFH_DRNV_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRFH_DRNV_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRFH_DRNV_0045.txt,Disposable Respirator Without Valve,104,62,Person wearing Disposable Respirator Without Valve,140.0,214.0
0015_MRFH_DRNV_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRFH_DRNV_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRFH_DRNV_0090.txt,Disposable Respirator Without Valve,84,43,Person wearing Disposable Respirator Without Valve,178.0,191.0
0015_MRFH_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRFH_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRFH_SRGM_0000.txt,Surgical Mask,117,60,Person wearing Surgical Mask,127.0,191.0
0015_MRFH_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRFH_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRFH_SRGM_0045.txt,Surgical Mask,109,52,Person wearing Surgical Mask,133.0,189.0
0015_MRFH_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRFH_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRFH_SRGM_0090.txt,Surgical Mask,104,51,Person wearing Surgical Mask,163.0,185.0
0015_MRHN_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRHN_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRHN_DRNV_0000.txt,Disposable Respirator Without Valve,74,91,Person wearing Disposable Respirator Without Valve,163.0,244.0
0015_MRHN_DRNV_0045_B,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRHN_DRNV_0045_B.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRHN_DRNV_0045_B.txt,Disposable Respirator Without Valve,73,83,Person wearing Disposable Respirator Without Valve,171.0,224.0
